ward,precinct,office,district,party,candidate,votes
1,40,council,,,Total,"3,533 "
1,40,shadow senator,,DEM, RAY BROWNE ,1527 
1,40,shadow senator,,SGN, ADAM EIDINGER ,640 
1,40,shadow senator,,,Write in,20 
1,40,shadow senator,,,Total,"2,187 "
1,40,board of education,,,JEFF SMITH ,930 
1,40,board of education,,,ELEANOR JOHNSON ,263 
1,40,board of education,,,CHRISTOPHER McKEON ,100 
1,40,board of education,,,KEENAN KELLER ,877 
1,40,board of education,,,Write in,19 
1,40,board of education,,,Total,"2,189 "
1,41,president,,DEM, KERRY/EDWARDS ,1390 
1,41,president,,SGN, COBB/LaMARCHE ,13 
1,41,president,,LIB, BADNARIK/CAMPAGNA ,1 
1,41,president,,SWP, HARRIS/TROWE ,4 
1,41,president,,REP, BUSH/CHENEY ,102 
1,41,president,,IND, NADER/CAMEJO ,15 
1,41,president,,,Write in,4 
1,41,president,,,Total,"1,529 "
1,41,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1398 
1,41,delegate,At Large,REP, MICHAEL ANDREW MONROE ,61 
1,41,delegate,At Large,,Write in,9 
1,41,delegate,At Large,,Total,"1,468 "
1,41,council,,REP, CAROL SCHWARTZ ,459 
1,41,council,,SGN, LAURENT ROSS ,206 
1,41,council,,DEM, KWAME R. BROWN ,1156 
1,41,council,,IND, A.D. ''TONY'' DOMINGUEZ ,119 
1,41,council,,,Write in,13 
1,41,council,,,Total,"1,953 "
1,41,shadow senator,,DEM, RAY BROWNE ,1111 
1,41,shadow senator,,SGN, ADAM EIDINGER ,220 
1,41,shadow senator,,,Write in,10 
1,41,shadow senator,,,Total,"1,341 "
1,41,board of education,,,JEFF SMITH ,568 
1,41,board of education,,,ELEANOR JOHNSON ,296 
1,41,board of education,,,CHRISTOPHER McKEON ,76 
1,41,board of education,,,KEENAN KELLER ,356 
1,41,board of education,,,Write in,13 
1,41,board of education,,,Total,"1,309 "
1,42,president,,DEM, KERRY/EDWARDS ,805 
1,42,president,,SGN, COBB/LaMARCHE ,6 
1,42,president,,LIB, BADNARIK/CAMPAGNA ,3 
1,42,president,,SWP, HARRIS/TROWE ,1 
1,42,president,,REP, BUSH/CHENEY ,35 
1,42,president,,IND, NADER/CAMEJO ,9 
1,42,president,,,Write in,3 
1,42,president,,,Total,862 
1,42,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,789 
1,42,delegate,At Large,REP, MICHAEL ANDREW MONROE ,40 
1,42,delegate,At Large,,Write in,2 
1,42,delegate,At Large,,Total,831 
1,42,council,,REP, CAROL SCHWARTZ ,273 
1,42,council,,SGN, LAURENT ROSS ,103 
1,42,council,,DEM, KWAME R. BROWN ,649 
1,42,council,,IND, A.D. ''TONY'' DOMINGUEZ ,62 
1,42,council,,,Write in,10 
1,42,council,,,Total,"1,097 "
1,42,shadow senator,,DEM, RAY BROWNE ,625 
1,42,shadow senator,,SGN, ADAM EIDINGER ,127 
1,42,shadow senator,,,Write in,5 
1,42,shadow senator,,,Total,757 
1,42,board of education,,,JEFF SMITH ,225 
1,42,board of education,,,ELEANOR JOHNSON ,214 
1,42,board of education,,,CHRISTOPHER McKEON ,43 
1,42,board of education,,,KEENAN KELLER ,218 
1,42,board of education,,,Write in,9 
1,42,board of education,,,Total,709 
1,43,president,,DEM, KERRY/EDWARDS ,770 
1,43,president,,SGN, COBB/LaMARCHE ,8 
1,43,president,,LIB, BADNARIK/CAMPAGNA ,0 
1,43,president,,SWP, HARRIS/TROWE ,0 
1,43,president,,REP, BUSH/CHENEY ,44 
1,43,president,,IND, NADER/CAMEJO ,5 
1,43,president,,,Write in,1 
1,43,president,,,Total,828 
1,43,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,777 
1,43,delegate,At Large,REP, MICHAEL ANDREW MONROE ,33 
1,43,delegate,At Large,,Write in,2 
1,43,delegate,At Large,,Total,812 
1,43,council,,REP, CAROL SCHWARTZ ,297 
1,43,council,,SGN, LAURENT ROSS ,91 
1,43,council,,DEM, KWAME R. BROWN ,685 
1,43,council,,IND, A.D. ''TONY'' DOMINGUEZ ,66 
1,43,council,,,Write in,3 
1,43,council,,,Total,"1,142 "
4,45,president,,DEM, KERRY/EDWARDS ,1172 
4,45,president,,SGN, COBB/LaMARCHE ,7 
4,45,president,,LIB, BADNARIK/CAMPAGNA ,2 
4,45,president,,SWP, HARRIS/TROWE ,3 
4,45,president,,REP, BUSH/CHENEY ,42 
4,45,president,,IND, NADER/CAMEJO ,5 
4,45,president,,,Write in,3 
4,45,president,,,Total,"1,234 "
4,45,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1194 
4,45,delegate,At Large,REP, MICHAEL ANDREW MONROE ,31 
4,45,delegate,At Large,,Write in,2 
4,45,delegate,At Large,,Total,"1,227 "
4,45,council,,REP, CAROL SCHWARTZ ,383 
4,45,council,,SGN, LAURENT ROSS ,118 
4,45,council,,DEM, KWAME R. BROWN ,980 
4,45,council,,IND, A.D. ''TONY'' DOMINGUEZ ,81 
4,45,council,,,Write in,5 
4,45,council,,,Total,"1,567 "
4,45,council,,DEM, ADRIAN FENTY ,1157 
4,45,council,,,Write in,12 
4,45,council,,,Total,"1,169 "
4,45,shadow senator,,DEM, RAY BROWNE ,1005 
4,45,shadow senator,,SGN, ADAM EIDINGER ,116 
4,45,shadow senator,,,Write in,5 
4,45,shadow senator,,,Total,"1,126 "
4,45,board of education,,,DWIGHT E. SINGLETON ,542 
4,45,board of education,,,HUGH ALLEN ,193 
4,45,board of education,,,TOM DAWSON ,50 
4,45,board of education,,,DAVID A. JORDAN ,32 
4,45,board of education,,,LAURA McGIFFERT SLOVER ,52 
4,45,board of education,,,VICTOR REINOSO ,189 
4,45,board of education,,,MAI ABDUL RAHMAN ,73 
4,45,board of education,,,Write in,2 
4,45,board of education,,,Total,"1,133 "
4,46,president,,DEM, KERRY/EDWARDS ,1596 
4,46,president,,SGN, COBB/LaMARCHE ,7 
4,46,president,,LIB, BADNARIK/CAMPAGNA ,0 
4,46,president,,SWP, HARRIS/TROWE ,2 
4,46,president,,REP, BUSH/CHENEY ,56 
4,46,president,,IND, NADER/CAMEJO ,4 
4,46,president,,,Write in,3 
4,46,president,,,Total,"1,668 "
4,46,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1593 
4,46,delegate,At Large,REP, MICHAEL ANDREW MONROE ,42 
4,46,delegate,At Large,,Write in,3 
4,46,delegate,At Large,,Total,"1,638 "
4,46,council,,REP, CAROL SCHWARTZ ,530 
4,46,council,,SGN, LAURENT ROSS ,116 
4,46,council,,DEM, KWAME R. BROWN ,1354 
4,46,council,,IND, A.D. ''TONY'' DOMINGUEZ ,90 
4,46,council,,,Write in,5 
4,46,council,,,Total,"2,095 "
4,46,council,,DEM, ADRIAN FENTY ,1563 
4,46,council,,,Write in,18 
4,46,council,,,Total,"1,581 "
4,46,shadow senator,,DEM, RAY BROWNE ,1417 
4,46,shadow senator,,SGN, ADAM EIDINGER ,100 
4,46,shadow senator,,,Write in,5 
4,46,shadow senator,,,Total,"1,522 "
4,46,board of education,,,DWIGHT E. SINGLETON ,874 
4,46,board of education,,,HUGH ALLEN ,149 
4,46,board of education,,,TOM DAWSON ,86 
4,46,board of education,,,DAVID A. JORDAN ,34 
4,46,board of education,,,LAURA McGIFFERT SLOVER ,50 
4,46,board of education,,,VICTOR REINOSO ,247 
4,46,board of education,,,MAI ABDUL RAHMAN ,116 
4,46,board of education,,,Write in,5 
4,46,board of education,,,Total,"1,561 "
4,47,president,,DEM, KERRY/EDWARDS ,1534 
4,47,president,,SGN, COBB/LaMARCHE ,6 
4,47,president,,LIB, BADNARIK/CAMPAGNA ,3 
4,47,president,,SWP, HARRIS/TROWE ,1 
4,47,president,,REP, BUSH/CHENEY ,94 
4,47,president,,IND, NADER/CAMEJO ,10 
4,47,president,,,Write in,4 
4,47,president,,,Total,"1,652 "
4,47,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1537 
4,47,delegate,At Large,REP, MICHAEL ANDREW MONROE ,63 
4,47,delegate,At Large,,Write in,5 
4,47,delegate,At Large,,Total,"1,605 "
4,47,council,,REP, CAROL SCHWARTZ ,626 
4,47,council,,SGN, LAURENT ROSS ,152 
4,47,council,,DEM, KWAME R. BROWN ,1300 
4,47,council,,IND, A.D. ''TONY'' DOMINGUEZ ,124 
4,47,council,,,Write in,10 
4,47,council,,,Total,"2,212 "
4,47,council,,DEM, ADRIAN FENTY ,1530 
4,47,council,,,Write in,18 
4,47,council,,,Total,"1,548 "
4,47,shadow senator,,DEM, RAY BROWNE ,1266 
4,47,shadow senator,,SGN, ADAM EIDINGER ,164 
4,47,shadow senator,,,Write in,14 
4,47,shadow senator,,,Total,"1,444 "
4,47,board of education,,,DWIGHT E. SINGLETON ,593 
4,47,board of education,,,HUGH ALLEN ,141 
4,47,board of education,,,TOM DAWSON ,110 
4,47,board of education,,,DAVID A. JORDAN ,36 
4,47,board of education,,,LAURA McGIFFERT SLOVER ,107 
4,47,board of education,,,VICTOR REINOSO ,384 
4,47,board of education,,,MAI ABDUL RAHMAN ,98 
4,47,board of education,,,Write in,7 
4,47,board of education,,,Total,"1,476 "
4,48,president,,DEM, KERRY/EDWARDS ,1710 
4,48,president,,SGN, COBB/LaMARCHE ,3 
4,48,president,,LIB, BADNARIK/CAMPAGNA ,2 
4,48,president,,SWP, HARRIS/TROWE ,0 
4,48,president,,REP, BUSH/CHENEY ,89 
4,48,president,,IND, NADER/CAMEJO ,12 
4,48,president,,,Write in,5 
4,48,president,,,Total,"1,821 "
4,48,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1678 
4,48,delegate,At Large,REP, MICHAEL ANDREW MONROE ,81 
4,48,delegate,At Large,,Write in,7 
4,48,delegate,At Large,,Total,"1,766 "
4,48,council,,REP, CAROL SCHWARTZ ,777 
4,48,council,,SGN, LAURENT ROSS ,179 
4,48,council,,DEM, KWAME R. BROWN ,1422 
4,48,council,,IND, A.D. ''TONY'' DOMINGUEZ ,196 
4,48,council,,,Write in,13 
4,48,council,,,Total,"2,587 "
4,48,council,,DEM, ADRIAN FENTY ,1676 
4,48,council,,,Write in,22 
4,48,council,,,Total,"1,698 "
4,48,shadow senator,,DEM, RAY BROWNE ,1359 
4,48,shadow senator,,SGN, ADAM EIDINGER ,191 
4,48,shadow senator,,,Write in,11 
4,48,shadow senator,,,Total,"1,561 "
4,48,board of education,,,DWIGHT E. SINGLETON ,575 
4,48,board of education,,,HUGH ALLEN ,101 
4,48,board of education,,,TOM DAWSON ,151 
4,48,board of education,,,DAVID A. JORDAN ,28 
4,48,board of education,,,LAURA McGIFFERT SLOVER ,181 
4,48,board of education,,,VICTOR REINOSO ,484 
4,48,board of education,,,MAI ABDUL RAHMAN ,126 
4,48,board of education,,,Write in,7 
4,48,board of education,,,Total,"1,653 "
4,49,president,,DEM, KERRY/EDWARDS ,374 
4,49,president,,SGN, COBB/LaMARCHE ,5 
4,49,president,,LIB, BADNARIK/CAMPAGNA ,0 
4,49,president,,SWP, HARRIS/TROWE ,0 
4,49,president,,REP, BUSH/CHENEY ,22 
4,49,president,,IND, NADER/CAMEJO ,1 
4,49,president,,,Write in,0 
4,49,president,,,Total,402 
4,49,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,387 
4,49,delegate,At Large,REP, MICHAEL ANDREW MONROE ,8 
4,49,delegate,At Large,,Write in,2 
4,49,delegate,At Large,,Total,397 
4,49,council,,REP, CAROL SCHWARTZ ,119 
4,49,council,,SGN, LAURENT ROSS ,36 
4,49,council,,DEM, KWAME R. BROWN ,320 
4,49,council,,IND, A.D. ''TONY'' DOMINGUEZ ,18 
4,49,council,,,Write in,5 
4,49,council,,,Total,498 
4,49,council,,DEM, ADRIAN FENTY ,369 
4,49,council,,,Write in,6 
4,49,council,,,Total,375 
4,49,shadow senator,,DEM, RAY BROWNE ,329 
4,49,shadow senator,,SGN, ADAM EIDINGER ,35 
4,49,shadow senator,,,Write in,2 
4,49,shadow senator,,,Total,366 
4,49,board of education,,,DWIGHT E. SINGLETON ,156 
4,49,board of education,,,HUGH ALLEN ,27 
4,49,board of education,,,TOM DAWSON ,14 
4,49,board of education,,,DAVID A. JORDAN ,8 
4,49,board of education,,,LAURA McGIFFERT SLOVER ,18 
4,49,board of education,,,VICTOR REINOSO ,116 
4,49,board of education,,,MAI ABDUL RAHMAN ,32 
4,49,board of education,,,Write in,0 
4,49,board of education,,,Total,371 
3,50,president,,DEM, KERRY/EDWARDS ,1543 
3,50,president,,SGN, COBB/LaMARCHE ,5 
3,50,president,,LIB, BADNARIK/CAMPAGNA ,8 
3,50,president,,SWP, HARRIS/TROWE ,1 
3,50,president,,REP, BUSH/CHENEY ,340 
3,50,president,,IND, NADER/CAMEJO ,18 
3,50,president,,,Write in,6 
3,50,president,,,Total,"1,921 "
3,50,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1557 
3,50,delegate,At Large,REP, MICHAEL ANDREW MONROE ,279 
3,50,delegate,At Large,,Write in,10 
3,50,delegate,At Large,,Total,"1,846 "
3,50,council,,REP, CAROL SCHWARTZ ,1193 
3,50,council,,SGN, LAURENT ROSS ,210 
3,50,council,,DEM, KWAME R. BROWN ,1230 
3,50,council,,IND, A.D. ''TONY'' DOMINGUEZ ,167 
3,50,council,,,Write in,18 
3,50,council,,,Total,"2,818 "
3,50,shadow senator,,DEM, RAY BROWNE ,1187 
3,50,shadow senator,,SGN, ADAM EIDINGER ,278 
3,50,shadow senator,,,Write in,15 
3,50,shadow senator,,,Total,"1,480 "
3,50,board of education,,,DWIGHT E. SINGLETON ,94 
3,50,board of education,,,HUGH ALLEN ,472 
3,50,board of education,,,TOM DAWSON ,54 
3,50,board of education,,,DAVID A. JORDAN ,21 
3,50,board of education,,,LAURA McGIFFERT SLOVER ,362 
3,50,board of education,,,VICTOR REINOSO ,440 
3,50,board of education,,,MAI ABDUL RAHMAN ,219 
3,50,board of education,,,Write in,11 
3,50,board of education,,,Total,"1,673 "
4,51,president,,DEM, KERRY/EDWARDS ,2686 
4,51,president,,SGN, COBB/LaMARCHE ,10 
4,51,president,,LIB, BADNARIK/CAMPAGNA ,7 
4,51,president,,SWP, HARRIS/TROWE ,1 
4,51,president,,REP, BUSH/CHENEY ,616 
4,51,president,,IND, NADER/CAMEJO ,26 
4,51,president,,,Write in,7 
4,51,president,,,Total,"3,353 "
4,51,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,2739 
4,51,delegate,At Large,REP, MICHAEL ANDREW MONROE ,487 
4,51,delegate,At Large,,Write in,17 
4,51,delegate,At Large,,Total,"3,243 "
4,51,council,,REP, CAROL SCHWARTZ ,2292 
4,51,council,,SGN, LAURENT ROSS ,301 
4,51,council,,DEM, KWAME R. BROWN ,2109 
4,51,council,,IND, A.D. ''TONY'' DOMINGUEZ ,262 
4,51,council,,,Write in,19 
4,51,council,,,Total,"4,983 "
4,51,council,,DEM, ADRIAN FENTY ,2966 
4,51,council,,,Write in,31 
4,51,council,,,Total,"2,997 "
4,51,shadow senator,,DEM, RAY BROWNE ,2085 
4,51,shadow senator,,SGN, ADAM EIDINGER ,381 
4,51,shadow senator,,,Write in,32 
4,51,shadow senator,,,Total,"2,498 "
4,51,board of education,,,DWIGHT E. SINGLETON ,110 
4,51,board of education,,,HUGH ALLEN ,534 
4,51,board of education,,,TOM DAWSON ,95 
4,51,board of education,,,DAVID A. JORDAN ,25 
4,51,board of education,,,LAURA McGIFFERT SLOVER ,601 
4,51,board of education,,,VICTOR REINOSO ,1289 
4,51,board of education,,,MAI ABDUL RAHMAN ,355 
4,51,board of education,,,Write in,13 
4,51,board of education,,,Total,"3,022 "
4,52,president,,DEM, KERRY/EDWARDS ,1008 
4,52,president,,SGN, COBB/LaMARCHE ,3 
4,52,president,,LIB, BADNARIK/CAMPAGNA ,5 
4,52,president,,SWP, HARRIS/TROWE ,0 
4,52,president,,REP, BUSH/CHENEY ,185 
4,52,president,,IND, NADER/CAMEJO ,8 
4,52,president,,,Write in,5 
4,52,president,,,Total,"1,214 "
4,52,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1017 
4,52,delegate,At Large,REP, MICHAEL ANDREW MONROE ,147 
4,52,delegate,At Large,,Write in,4 
4,52,delegate,At Large,,Total,"1,168 "
4,52,council,,REP, CAROL SCHWARTZ ,824 
4,52,council,,SGN, LAURENT ROSS ,86 
4,52,council,,DEM, KWAME R. BROWN ,781 
4,52,council,,IND, A.D. ''TONY'' DOMINGUEZ ,94 
4,52,council,,,Write in,7 
4,52,council,,,Total,"1,792 "
4,52,council,,DEM, ADRIAN FENTY ,1066 
4,52,council,,,Write in,15 
4,52,council,,,Total,"1,081 "
4,52,shadow senator,,DEM, RAY BROWNE ,785 
4,52,shadow senator,,SGN, ADAM EIDINGER ,128 
4,52,shadow senator,,,Write in,13 
4,52,shadow senator,,,Total,926 
4,52,board of education,,,DWIGHT E. SINGLETON ,60 
4,52,board of education,,,HUGH ALLEN ,232 
4,52,board of education,,,TOM DAWSON ,52 
4,52,board of education,,,DAVID A. JORDAN ,14 
4,52,board of education,,,LAURA McGIFFERT SLOVER ,227 
4,52,board of education,,,VICTOR REINOSO ,368 
4,52,board of education,,,MAI ABDUL RAHMAN ,101 
4,52,board of education,,,Write in,2 
4,52,board of education,,,Total,"1,056 "
4,53,president,,DEM, KERRY/EDWARDS ,794 
4,53,president,,SGN, COBB/LaMARCHE ,2 
4,53,president,,LIB, BADNARIK/CAMPAGNA ,0 
4,53,president,,SWP, HARRIS/TROWE ,2 
4,53,president,,REP, BUSH/CHENEY ,69 
4,53,president,,IND, NADER/CAMEJO ,5 
4,53,president,,,Write in,1 
4,53,president,,,Total,873 
4,53,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,791 
4,53,delegate,At Large,REP, MICHAEL ANDREW MONROE ,53 
4,53,delegate,At Large,,Write in,4 
4,53,delegate,At Large,,Total,848 
4,53,council,,REP, CAROL SCHWARTZ ,363 
4,53,council,,SGN, LAURENT ROSS ,108 
4,53,council,,DEM, KWAME R. BROWN ,667 
4,53,council,,IND, A.D. ''TONY'' DOMINGUEZ ,59 
4,53,council,,,Write in,4 
4,53,council,,,Total,"1,201 "
4,53,council,,DEM, ADRIAN FENTY ,794 
4,53,council,,,Write in,15 
4,53,council,,,Total,809 
4,53,shadow senator,,DEM, RAY BROWNE ,639 
4,53,shadow senator,,SGN, ADAM EIDINGER ,94 
4,53,shadow senator,,,Write in,7 
4,53,shadow senator,,,Total,740 
4,53,board of education,,,DWIGHT E. SINGLETON ,228 
4,53,board of education,,,HUGH ALLEN ,83 
4,53,board of education,,,TOM DAWSON ,37 
4,53,board of education,,,DAVID A. JORDAN ,8 
4,53,board of education,,,LAURA McGIFFERT SLOVER ,168 
4,53,board of education,,,VICTOR REINOSO ,199 
4,53,board of education,,,MAI ABDUL RAHMAN ,53 
4,53,board of education,,,Write in,6 
4,53,board of education,,,Total,782 
4,54,president,,DEM, KERRY/EDWARDS ,1386 
4,54,president,,SGN, COBB/LaMARCHE ,3 
4,54,president,,LIB, BADNARIK/CAMPAGNA ,0 
4,54,president,,SWP, HARRIS/TROWE ,0 
4,54,president,,REP, BUSH/CHENEY ,73 
4,54,president,,IND, NADER/CAMEJO ,11 
4,54,president,,,Write in,5 
4,54,president,,,Total,"1,478 "
4,54,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1405 
4,54,delegate,At Large,REP, MICHAEL ANDREW MONROE ,45 
4,54,delegate,At Large,,Write in,4 
4,54,delegate,At Large,,Total,"1,454 "
4,54,council,,REP, CAROL SCHWARTZ ,564 
4,54,council,,SGN, LAURENT ROSS ,116 
4,54,council,,DEM, KWAME R. BROWN ,1182 
4,54,council,,IND, A.D. ''TONY'' DOMINGUEZ ,81 
4,54,council,,,Write in,5 
4,54,council,,,Total,"1,948 "
4,54,council,,DEM, ADRIAN FENTY ,1385 
4,54,council,,,Write in,15 
4,54,council,,,Total,"1,400 "
4,54,shadow senator,,DEM, RAY BROWNE ,1149 
4,54,shadow senator,,SGN, ADAM EIDINGER ,133 
4,54,shadow senator,,,Write in,6 
4,54,shadow senator,,,Total,"1,288 "
4,54,board of education,,,DWIGHT E. SINGLETON ,579 
4,54,board of education,,,HUGH ALLEN ,141 
4,54,board of education,,,TOM DAWSON ,65 
4,54,board of education,,,DAVID A. JORDAN ,14 
4,54,board of education,,,LAURA McGIFFERT SLOVER ,68 
4,54,board of education,,,VICTOR REINOSO ,380 
4,54,board of education,,,MAI ABDUL RAHMAN ,118 
4,54,board of education,,,Write in,7 
4,54,board of education,,,Total,"1,372 "
4,55,president,,DEM, KERRY/EDWARDS ,1340 
4,55,president,,SGN, COBB/LaMARCHE ,1 
4,55,president,,LIB, BADNARIK/CAMPAGNA ,0 
4,55,president,,SWP, HARRIS/TROWE ,1 
4,55,president,,REP, BUSH/CHENEY ,81 
4,55,president,,IND, NADER/CAMEJO ,7 
4,55,president,,,Write in,0 
4,55,president,,,Total,"1,430 "
4,55,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1353 
4,55,delegate,At Large,REP, MICHAEL ANDREW MONROE ,55 
4,55,delegate,At Large,,Write in,3 
4,55,delegate,At Large,,Total,"1,411 "
4,55,council,,REP, CAROL SCHWARTZ ,477 
4,55,council,,SGN, LAURENT ROSS ,97 
4,55,council,,DEM, KWAME R. BROWN ,1183 
4,55,council,,IND, A.D. ''TONY'' DOMINGUEZ ,104 
4,55,council,,,Write in,5 
4,55,council,,,Total,"1,866 "
4,55,council,,DEM, ADRIAN FENTY ,1343 
4,55,council,,,Write in,13 
4,55,council,,,Total,"1,356 "
4,55,shadow senator,,DEM, RAY BROWNE ,1221 
4,55,shadow senator,,SGN, ADAM EIDINGER ,84 
4,55,shadow senator,,,Write in,2 
4,55,shadow senator,,,Total,"1,307 "
4,55,board of education,,,DWIGHT E. SINGLETON ,757 
4,55,board of education,,,HUGH ALLEN ,112 
4,55,board of education,,,TOM DAWSON ,65 
4,55,board of education,,,DAVID A. JORDAN ,35 
4,55,board of education,,,LAURA McGIFFERT SLOVER ,53 
4,55,board of education,,,VICTOR REINOSO ,253 
4,55,board of education,,,MAI ABDUL RAHMAN ,82 
4,55,board of education,,,Write in,5 
4,55,board of education,,,Total,"1,362 "
4,56,president,,DEM, KERRY/EDWARDS ,1755 
4,56,president,,SGN, COBB/LaMARCHE ,7 
4,56,president,,LIB, BADNARIK/CAMPAGNA ,0 
4,56,president,,SWP, HARRIS/TROWE ,0 
4,56,president,,REP, BUSH/CHENEY ,82 
4,56,president,,IND, NADER/CAMEJO ,12 
4,56,president,,,Write in,1 
4,56,president,,,Total,"1,857 "
4,56,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1784 
4,56,delegate,At Large,REP, MICHAEL ANDREW MONROE ,46 
4,56,delegate,At Large,,Write in,3 
4,56,delegate,At Large,,Total,"1,833 "
4,56,council,,REP, CAROL SCHWARTZ ,543 
4,56,council,,SGN, LAURENT ROSS ,138 
4,56,council,,DEM, KWAME R. BROWN ,1527 
4,56,council,,IND, A.D. ''TONY'' DOMINGUEZ ,109 
4,56,council,,,Write in,4 
4,56,council,,,Total,"2,321 "
4,56,council,,DEM, ADRIAN FENTY ,1743 
4,56,council,,,Write in,19 
4,56,council,,,Total,"1,762 "
4,56,shadow senator,,DEM, RAY BROWNE ,1569 
4,56,shadow senator,,SGN, ADAM EIDINGER ,127 
4,56,shadow senator,,,Write in,3 
4,56,shadow senator,,,Total,"1,699 "
4,56,board of education,,,DWIGHT E. SINGLETON ,1120 
4,56,board of education,,,HUGH ALLEN ,81 
4,56,board of education,,,TOM DAWSON ,50 
4,56,board of education,,,DAVID A. JORDAN ,23 
4,56,board of education,,,LAURA McGIFFERT SLOVER ,81 
4,56,board of education,,,VICTOR REINOSO ,207 
4,56,board of education,,,MAI ABDUL RAHMAN ,201 
4,56,board of education,,,Write in,10 
4,56,board of education,,,Total,"1,773 "
4,57,president,,DEM, KERRY/EDWARDS ,1626 
4,57,president,,SGN, COBB/LaMARCHE ,3 
4,57,president,,LIB, BADNARIK/CAMPAGNA ,1 
4,57,president,,SWP, HARRIS/TROWE ,3 
4,57,president,,REP, BUSH/CHENEY ,73 
4,57,president,,IND, NADER/CAMEJO ,5 
4,57,president,,,Write in,3 
4,57,president,,,Total,"1,714 "
4,57,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1653 
4,57,delegate,At Large,REP, MICHAEL ANDREW MONROE ,35 
4,57,delegate,At Large,,Write in,2 
4,57,delegate,At Large,,Total,"1,690 "
4,57,council,,REP, CAROL SCHWARTZ ,569 
4,57,council,,SGN, LAURENT ROSS ,127 
4,57,council,,DEM, KWAME R. BROWN ,1395 
4,57,council,,IND, A.D. ''TONY'' DOMINGUEZ ,114 
4,57,council,,,Write in,9 
4,57,council,,,Total,"2,214 "
4,57,council,,DEM, ADRIAN FENTY ,1616 
4,57,council,,,Write in,12 
4,57,council,,,Total,"1,628 "
4,57,shadow senator,,DEM, RAY BROWNE ,1446 
4,57,shadow senator,,SGN, ADAM EIDINGER ,135 
4,57,shadow senator,,,Write in,10 
4,57,shadow senator,,,Total,"1,591 "
4,57,board of education,,,DWIGHT E. SINGLETON ,943 
4,57,board of education,,,HUGH ALLEN ,91 
4,57,board of education,,,TOM DAWSON ,63 
4,57,board of education,,,DAVID A. JORDAN ,39 
4,57,board of education,,,LAURA McGIFFERT SLOVER ,79 
4,57,board of education,,,VICTOR REINOSO ,302 
4,57,board of education,,,MAI ABDUL RAHMAN ,74 
4,57,board of education,,,Write in,8 
4,57,board of education,,,Total,"1,599 "
4,58,president,,DEM, KERRY/EDWARDS ,1413 
4,58,president,,SGN, COBB/LaMARCHE ,3 
4,58,president,,LIB, BADNARIK/CAMPAGNA ,0 
4,58,president,,SWP, HARRIS/TROWE ,1 
4,58,president,,REP, BUSH/CHENEY ,53 
4,58,president,,IND, NADER/CAMEJO ,4 
4,58,president,,,Write in,2 
4,58,president,,,Total,"1,476 "
4,58,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1409 
4,58,delegate,At Large,REP, MICHAEL ANDREW MONROE ,28 
4,58,delegate,At Large,,Write in,5 
4,58,delegate,At Large,,Total,"1,442 "
4,58,council,,REP, CAROL SCHWARTZ ,527 
4,58,council,,SGN, LAURENT ROSS ,80 
4,58,council,,DEM, KWAME R. BROWN ,1246 
4,58,council,,IND, A.D. ''TONY'' DOMINGUEZ ,74 
4,58,council,,,Write in,3 
4,58,council,,,Total,"1,930 "
4,58,council,,DEM, ADRIAN FENTY ,1384 
4,58,council,,,Write in,13 
4,58,council,,,Total,"1,397 "
4,58,shadow senator,,DEM, RAY BROWNE ,1234 
4,58,shadow senator,,SGN, ADAM EIDINGER ,75 
4,58,shadow senator,,,Write in,9 
4,58,shadow senator,,,Total,"1,318 "
4,58,board of education,,,DWIGHT E. SINGLETON ,641 
4,58,board of education,,,HUGH ALLEN ,264 
4,58,board of education,,,TOM DAWSON ,77 
4,58,board of education,,,DAVID A. JORDAN ,16 
4,58,board of education,,,LAURA McGIFFERT SLOVER ,46 
4,58,board of education,,,VICTOR REINOSO ,249 
4,58,board of education,,,MAI ABDUL RAHMAN ,80 
4,58,board of education,,,Write in,3 
4,58,board of education,,,Total,"1,376 "
4,59,president,,DEM, KERRY/EDWARDS ,1721 
4,59,president,,SGN, COBB/LaMARCHE ,4 
4,59,president,,LIB, BADNARIK/CAMPAGNA ,1 
4,59,president,,SWP, HARRIS/TROWE ,1 
4,59,president,,REP, BUSH/CHENEY ,71 
4,59,president,,IND, NADER/CAMEJO ,11 
4,59,president,,,Write in,1 
4,59,president,,,Total,"1,810 "
4,59,delegate,At Large,DEM, ELEANOR HOLMES NORTON ,1744 
