precinct,office,party,candidate,votes
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,CARROLL GREEN,7
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,ROBERT G. CHILDS,12
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,JAMES CLARK,0
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,LISA P. BASS,9
63,WARD FOUR MEMBER OF THE COUNCIL,IND,JUDI JONES,19
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,T. A. UQDAH,5
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,GRAYLAN SCOTT HAGLER,35
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,MARLENA D. EDWARDS,9
63,WARD FOUR MEMBER OF THE COUNCIL,SG,RENEE BOWSER,58
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,ROY HOWELL,0
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,LISA COMFORT BRADFORD,6
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,DOUGLASS NED SLOAN,4
63,WARD FOUR MEMBER OF THE COUNCIL,DEM,DWIGHT E. SINGLETON,35
63,WARD FOUR MEMBER OF THE COUNCIL,,Write In,2
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MARTIN LEVINE,165
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,JOE CARRILLO,51
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,CELIA BASSOLS,5
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,LEONARD BENNETT,86
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MAI ABDUL RAHMAN,71
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,SEKOU BIDDLE,317
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,HERB SCOTT,57
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,ANN HOLIDAY,62
63,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,Write In,7
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,TONY TOWNS,18
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,MICHAEL A. BROWN,148
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,MICHAEL T. GREEN,2
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,ARTEE 'RT' MILLIGAN,3
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,CHARLES GAITHER,13
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,MURIEL BOWSER,271
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,CARROLL GREEN,13
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,ROBERT G. CHILDS,5
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,JAMES CLARK,0
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,LISA P. BASS,20
64,WARD FOUR MEMBER OF THE COUNCIL,IND,JUDI JONES,95
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,T. A. UQDAH,3
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,GRAYLAN SCOTT HAGLER,27
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,MARLENA D. EDWARDS,1
64,WARD FOUR MEMBER OF THE COUNCIL,SG,RENEE BOWSER,33
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,ROY HOWELL,0
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,LISA COMFORT BRADFORD,4
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,DOUGLASS NED SLOAN,3
64,WARD FOUR MEMBER OF THE COUNCIL,DEM,DWIGHT E. SINGLETON,21
64,WARD FOUR MEMBER OF THE COUNCIL,,Write In,1
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MARTIN LEVINE,157
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,JOE CARRILLO,45
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,CELIA BASSOLS,13
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,LEONARD BENNETT,87
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MAI ABDUL RAHMAN,39
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,SEKOU BIDDLE,141
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,HERB SCOTT,56
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,ANN HOLIDAY,56
64,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,Write In,10
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,TONY TOWNS,4
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,MICHAEL A. BROWN,128
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,MICHAEL T. GREEN,2
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,ARTEE 'RT' MILLIGAN,8
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,CHARLES GAITHER,14
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,MURIEL BOWSER,502
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,CARROLL GREEN,5
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,ROBERT G. CHILDS,17
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,JAMES CLARK,1
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,LISA P. BASS,6
65,WARD FOUR MEMBER OF THE COUNCIL,IND,JUDI JONES,6
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,T. A. UQDAH,2
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,GRAYLAN SCOTT HAGLER,61
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,MARLENA D. EDWARDS,4
65,WARD FOUR MEMBER OF THE COUNCIL,SG,RENEE BOWSER,26
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,ROY HOWELL,1
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,LISA COMFORT BRADFORD,2
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,DOUGLASS NED SLOAN,7
65,WARD FOUR MEMBER OF THE COUNCIL,DEM,DWIGHT E. SINGLETON,15
65,WARD FOUR MEMBER OF THE COUNCIL,,Write In,4
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MARTIN LEVINE,255
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,JOE CARRILLO,44
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,CELIA BASSOLS,18
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,LEONARD BENNETT,77
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,MAI ABDUL RAHMAN,38
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,SEKOU BIDDLE,171
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,HERB SCOTT,66
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,ANN HOLIDAY,67
65,DISTRICT II MEMBER OF THE BOARD OF EDUCATION,,Write In,6
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,14
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,71
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,17
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,27
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",5
80,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,7
80,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,3
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,8
80,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,7
80,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,6
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,19
80,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,3
80,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,1
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,12
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,34
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,4
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,127
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,20
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",2
92,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,3
92,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,2
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,1
92,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,1
92,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,53
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,2
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,10
92,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,3
92,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,1
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,5
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,45
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,18
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,35
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",4
93,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,3
93,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,1
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,0
93,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,0
93,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,23
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,21
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,3
93,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,0
93,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,9
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,3
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,73
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,1
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,16
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,61
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",3
94,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,5
94,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,5
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,2
94,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,2
94,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,17
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,7
94,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,4
94,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,2
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,23
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,48
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,0
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,22
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,52
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",4
95,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,0
95,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,3
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,3
95,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,0
95,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,9
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,3
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,15
95,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,6
95,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,6
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,4
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,67
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,0
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,1
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,44
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,75
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",4
96,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,3
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,4
96,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,11
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,2
96,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,0
96,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,28
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,5
96,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,4
96,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,6
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,11
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,56
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,1
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,13
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,38
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",5
97,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,0
97,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,2
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,0
97,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,3
97,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,13
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,2
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,16
97,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,3
97,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,4
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,15
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,113
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,1
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,1
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,19
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,49
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",6
98,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,7
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,2
98,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,1
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,19
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,4
98,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,38
98,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,28
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,1
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,17
98,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,5
98,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,1
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,9
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,60
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,0
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,3
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,12
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,29
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",11
99,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,3
99,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,16
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,0
99,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,3
99,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,24
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,0
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,11
99,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,7
99,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,8
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,31
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,21
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,0
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,1
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,49
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,18
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",4
100,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,0
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,1
100,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,0
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,1
100,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,4
100,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,13
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,0
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,5
100,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,1
100,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,8
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,71
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,98
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,4
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,2
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,34
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,42
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",14
101,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,1
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,22
101,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,1
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,8
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,4
101,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,3
101,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,48
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,4
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,15
101,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,6
101,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,3
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,20
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,97
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,3
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,2
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,8
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,39
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",18
102,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,0
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,3
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,4
102,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,1
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,9
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,2
102,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,5
102,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,18
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,2
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EMILY Y. WASHINGTON,10
102,WARD SEVEN MEMBER OF THE COUNCIL,DEM,EDDIE RHODES,149
102,WARD SEVEN MEMBER OF THE COUNCIL,,Write In,4
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MARK H. LONG,25
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,YVETTE M. ALEXANDER,176
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,D. L. HUMPHREY,4
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,MONA ODOM,2
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,GREG RHETT,21
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,VICTOR VANDELL,63
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,"ROSCOE GRANT, JR.",12
103,WARD SEVEN MEMBER OF THE COUNCIL,IND,CHRISTINE M. TOLSON,2
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,KIRK ADAIR,1
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,JULIE RONES,4
103,WARD SEVEN MEMBER OF THE COUNCIL,IND,JIMMY JOHNSON,0
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,CLEVE MESIDOR,8
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,IRIS TOYER,13
103,WARD SEVEN MEMBER OF THE COUNCIL,IND,SAM JORDAN,6
103,WARD SEVEN MEMBER OF THE COUNCIL,IND,JOHNNIE SCOTT RICE,57
103,WARD SEVEN MEMBER OF THE COUNCIL,DEM,DOROTHY DOUGLAS,4
